task_id,target_repo,artifact,existence
OSS-COVERAGE-PLAN-001,pantheon,docs/deployment/evidence/OSS-COVERAGE-PLAN-001/evidence.json,new_or_worker_revalidate
OSS-COVERAGE-PLAN-001,pantheon,docs/plans/system-simplification-20260906/COVERAGE.md,new_or_worker_revalidate
OSS-COVERAGE-PLAN-001,pantheon,docs/plans/system-simplification-20260906/EXECUTION_PLAN.md,new_or_worker_revalidate
OSS-COVERAGE-PLAN-001,pantheon,docs/plans/system-simplification-20260906/oss-source-artifacts.csv,new_or_worker_revalidate
OSS-COVERAGE-PLAN-001,pantheon,docs/plans/system-simplification-20260906/oss-version-disposition.csv,new_or_worker_revalidate
OSS-COVERAGE-PLAN-001,pantheon,docs/plans/system-simplification-20260906/tasks.json,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,Dockerfile.smoke,existing
OSS-CORE-BASELINE-001,pantheon,dependencies/constraints-core.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/root-tests.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-capital.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-channels-discord.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-channels-telegram.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-channels-web.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-consultation.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-control-plane-bff.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-control-plane-feedback.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-control-plane-persona.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-control-plane-router.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-deployment.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-evaluation.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-evolution.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-feedback.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-governance.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-incidents.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-lineage-read.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-memory.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-openclaw-gateway-adapter.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-optimizer-svc.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-paper_fleet_reconciler.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-postmortems.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-promotion.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-reconciliation-drift.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-registry.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-runtime-manager.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-source_ingestion.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,dependencies/locks/services-telemetry.txt,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,docs/deployment/evidence/OSS-CORE-BASELINE-001/evidence.json,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/capital/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/capital/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/channels/discord/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/channels/telegram/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/channels/web/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/channels/web/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/consultation/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/consultation/main.py,existing
OSS-CORE-BASELINE-001,pantheon,services/consultation/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/consultation/store.py,existing
OSS-CORE-BASELINE-001,pantheon,services/consultation/test_models.py,existing
OSS-CORE-BASELINE-001,pantheon,services/consultation/test_postgres_store.py,existing
OSS-CORE-BASELINE-001,pantheon,services/consultation/test_request_idempotency.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/events/router.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/events/service.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/events/test_router.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/test_ask005_sse_event_publishing_contract.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/test_bff_auth_facade.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/test_bff_evolution_experiment_jobs_events_contract.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/test_bff_session_auth_me_contract.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/test_pkt005_sse_substrate_contract.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/test_tj_e2e_007_sse_attention.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/tests/rebalance_authority_test_support.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/tests/test_agora_write_authority.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/tests/test_auth_jwks_strict.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/tests/test_bff_auth_facade.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/tests/test_bff_auth_refresh.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/tests/test_events_router.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/tests/test_openclaw_ops_service_auth.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/tests/test_ppl_alloc_009_assertion_semantics.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/bff/tests/test_sse_backpressure.py,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/feedback/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/feedback/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/persona/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/persona/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/router/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/control-plane/router/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/deployment/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/deployment/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/evaluation/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/evaluation/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/evolution/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/evolution/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/feedback/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/feedback/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/governance/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/governance/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/incidents/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/incidents/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/lineage-read/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/lineage-read/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/memory/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/memory/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/openclaw-gateway-adapter/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/openclaw-gateway-adapter/consultation_provider.py,existing
OSS-CORE-BASELINE-001,pantheon,services/openclaw-gateway-adapter/main.py,existing
OSS-CORE-BASELINE-001,pantheon,services/openclaw-gateway-adapter/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/optimizer-svc/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/optimizer-svc/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/paper_fleet_reconciler/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/paper_fleet_reconciler/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/postmortems/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/postmortems/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/promotion/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/promotion/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/reconciliation-drift/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/reconciliation-drift/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/registry/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/registry/Dockerfile.test,existing
OSS-CORE-BASELINE-001,pantheon,services/registry/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/runtime-manager/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/runtime-manager/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/search/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/search/requirements.lock,new_or_worker_revalidate
OSS-CORE-BASELINE-001,pantheon,services/search/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/source_ingestion/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/source_ingestion/requirements.txt,existing
OSS-CORE-BASELINE-001,pantheon,services/telemetry/Dockerfile,existing
OSS-CORE-BASELINE-001,pantheon,services/telemetry/requirements.txt,existing
OSS-TOOLING-BASELINE-001,pantheon,.orchestrator/requirements.txt,existing
OSS-TOOLING-BASELINE-001,pantheon,dependencies/locks/orchestrator.txt,new_or_worker_revalidate
OSS-TOOLING-BASELINE-001,pantheon,docs/deployment/evidence/OSS-TOOLING-BASELINE-001/evidence.json,new_or_worker_revalidate
OSS-RESEARCH-FOOTPRINT-001,pantheon,docs/deployment/evidence/OSS-RESEARCH-FOOTPRINT-001/evidence.json,new_or_worker_revalidate
OSS-RESEARCH-FOOTPRINT-001,pantheon,docs/operations/research-framework-disposition.md,new_or_worker_revalidate
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/learning/DEFERRED_OSS_ACTIVATION_MAP.md,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/learning/dspy/adapter.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/learning/dspy/test_adapter.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/learning/dspy/worker.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/learning/imitation/adapter.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/learning/imitation/test_adapter.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/learning/imitation/worker.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/learning/trl/adapter/trl_adapter.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/learning/trl/test_adapter.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/learning/trl/worker.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/persona/oss_runtime.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/policy-learning/main.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/policy-learning/tests/test_policy_learning_shadow_eval_scheduler.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/research-worker-gateway/main.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/research-worker-gateway/tests/test_research_worker_gateway_gate_dispatch.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/research-worker-gateway/tests/test_research_worker_gateway_rejection_policy.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/research/imitation/bc_trainer.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,services/research/imitation/test_bc_trainer.py,existing
OSS-RESEARCH-FOOTPRINT-001,pantheon,tests/fixtures/research_framework_holdout.json,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/constraints-research.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-learning-dspy.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-learning-imitation.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-learning-trl.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-policy-learning.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-registry-experiments.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-research-dspy.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-research-finrl.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-research-imitation.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-research-mlflow.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-research-qlib.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-research-quantlib.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-research-rllib.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-research-statsmodels.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-research-vectorbt.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-research.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,dependencies/locks/services-training-session.txt,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,docs/deployment/evidence/OSS-RESEARCH-BASELINE-001/evidence.json,new_or_worker_revalidate
OSS-RESEARCH-BASELINE-001,pantheon,services/learning/dspy/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/learning/dspy/adapter.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/learning/dspy/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/learning/dspy/test_adapter.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/learning/imitation/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/learning/imitation/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/learning/trl/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/learning/trl/adapter/trl_adapter.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/learning/trl/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/learning/trl/test_adapter.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/policy-learning/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/policy-learning/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/registry/experiments/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/registry/experiments/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research-worker-gateway/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/dspy/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/dspy/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/finrl/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/finrl/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/imitation/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/imitation/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/mlflow/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/mlflow/entrypoint.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/mlflow/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/mlflow/test_security_boundary.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/qlib/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/qlib/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/quantlib/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/quantlib/adapter.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/quantlib/adapter/quantlib_adapter.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/quantlib/production_option_chain.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/quantlib/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/quantlib/test_adapter.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/quantlib/test_production_option_chain.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/rllib/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/rllib/adapter/rllib_adapter.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/rllib/cartpole_ppo.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/rllib/production_ppo_run.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/rllib/requirements.txt,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/rllib/test_adapter.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/rllib/test_production_ppo_run.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/statsmodels/Dockerfile,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/statsmodels/adapter/statsmodels_adapter.py,existing
OSS-RESEARCH-BASELINE-001,pantheon,services/research/statsmodels/requirements.txt,existing
